time_s,lead_position_x_m,lead_position_y_m,lead_position_z_m,trail_position_x_m,trail_position_y_m,trail_position_z_m,midpoint_position_x_m,midpoint_position_y_m,midpoint_position_z_m,lead_force_global_x_n,lead_force_global_y_n,lead_force_global_z_n,trail_force_global_x_n,trail_force_global_y_n,trail_force_global_z_n,lead_force_local_source_x_n,lead_force_local_source_y_n,lead_force_local_source_z_n,trail_force_local_source_x_n,trail_force_local_source_y_n,trail_force_local_source_z_n,lead_free_torque_global_x_nm,lead_free_torque_global_y_nm,lead_free_torque_global_z_nm,trail_free_torque_global_x_nm,trail_free_torque_global_y_nm,trail_free_torque_global_z_nm,lead_velocity_global_x_m_s,lead_velocity_global_y_m_s,lead_velocity_global_z_m_s,trail_velocity_global_x_m_s,trail_velocity_global_y_m_s,trail_velocity_global_z_m_s,resultant_force_global_source_x_n,resultant_force_global_source_y_n,resultant_force_global_source_z_n,resultant_force_local_source_x_n,resultant_force_local_source_y_n,resultant_force_local_source_z_n,equivalent_midpoint_couple_global_source_x_nm,equivalent_midpoint_couple_global_source_y_nm,equivalent_midpoint_couple_global_source_z_nm,equivalent_midpoint_couple_local_source_x_nm,equivalent_midpoint_couple_local_source_y_nm,equivalent_midpoint_couple_local_source_z_nm,lead_force_moment_midpoint_local_source_x_nm,lead_force_moment_midpoint_local_source_y_nm,lead_force_moment_midpoint_local_source_z_nm,trail_force_moment_midpoint_local_source_x_nm,trail_force_moment_midpoint_local_source_y_nm,trail_force_moment_midpoint_local_source_z_nm,force_moment_midpoint_local_source_x_nm,force_moment_midpoint_local_source_y_nm,force_moment_midpoint_local_source_z_nm,total_free_torque_global_source_x_nm,total_free_torque_global_source_y_nm,total_free_torque_global_source_z_nm,total_free_torque_local_source_x_nm,total_free_torque_local_source_y_nm,total_free_torque_local_source_z_nm,midpoint_angular_velocity_global_x_deg_s,midpoint_angular_velocity_global_y_deg_s,midpoint_angular_velocity_global_z_deg_s,club_handle_angular_velocity_deg_s,clubhead_speed_mph,angle_of_attack_deg,lag_angle_rad,lead_linear_power_w,trail_linear_power_w,lead_angular_power_w,trail_angular_power_w,killswitch_state,kill_damping_state,lead_command_torque_nm,trail_command_torque_nm
0,-0.408944826046743,-0.345931956512505,0.731698778015793,-0.366821784220765,-0.301031570393191,0.776599164135107,-0.387883305133754,-0.323481763452848,0.75414897107545,-103.095942781147,195.854320474235,196.034276229809,91.7477990408614,-195.101947113479,-194.78545510614,173.926963227149,239.095213239093,0.127247935079993,-179.020978035139,-228.856376920038,0.223793644580724,1.57964334482618,-14.3437129637778,13.5015255634033,-1.57615337240032,0.62275336205566,0.216159940539894,1.19022002039204,1.26173193770223,1.26173193770223,1.46728551956735,1.13176822670781,1.13176822670781,-11.3481437402852,0.7523733607552,1.24882112366825,-5.09401480798931,10.2388363190552,0.351041579660716,0.00655523763760874,-1.11542203661138,1.10927227771052,-1.84297022087776e-14,-0.00786644187386631,1.57309643572418,-8.5265128291212e-14,0.113432052648328,-213.135567182561,5.6843418860808e-14,0.182442283154273,186.569551597171,-3.99680288865056e-15,0.299552727334572,-8.73706000032722,0.00348997242585702,-13.7209596017221,13.7176855039432,3.88578058618805e-16,-0.00418805034188585,19.402052020787,-4.44089209850063e-16,3.08533537372109,-3.08533537372109,-250,11.5592251121108,-6.37528322889728,1.91986217719376,371.751503363488,-306.641956840983,-85.9118994176132,1.25447706612488,1,1,19.6895569863266,-0.287504965539637
0.0001,-0.408821248365145,-0.345801734596131,0.731828999932168,-0.366695811166065,-0.300902474883298,0.776728259645,-0.387758529765605,-0.323352104739715,0.754278629788584,-94.4322144566358,186.924905031997,187.109318209184,81.9395081164729,-186.326615917542,-186.004870297281,168.215202772546,224.891458667125,0.130399808128854,-174.119831076369,-213.817353911608,0.227508509903458,1.5820192192976,-14.2903628093653,13.4451093209704,-1.57328084143033,0.622467067437128,0.214690296639878,1.18789993989201,1.25498244830481,1.25498244830481,1.45899232072074,1.12782087325913,1.12782087325913,-12.4927063401629,0.598289114455217,1.10444791190264,-5.90462830382271,11.0741047555173,0.357908318032307,0.0118214453986711,-1.85018953549481,1.83920082688082,5.88449705223831e-05,-0.0141458502094036,2.6087929436801,4.63526194889368e-05,0.116247985556216,-200.425688309161,6.7971538000922e-05,0.185472175267945,174.278639808375,0.000114324157512127,0.305420002361766,-9.43224274153698,0.00873837786727022,-13.6678957419282,13.6597996176103,5.8844970538929e-05,-0.0104460086717888,19.3235987029298,-4.35356339026794e-16,3.01881791727414,-3.01881791727414,-244.610192378639,11.5560735052218,-5.9460471492278,1.92026507772118,362.42961217774,-299.825854635711,-84.0825869840851,1.22719927598042,1,1,19.6119404227708,-0.288341719841086
0.0002,-0.40869809707123,-0.345672306167323,0.731958428360976,-0.366570290147992,-0.300774160780846,0.776856573747452,-0.387634193609611,-0.323223233474085,0.754407501054214,-85.8721924318723,178.102700111453,178.291585091123,72.2479965540474,-177.656507895653,-177.329489820759,162.572239747155,210.858011378918,0.133561849988741,-169.277872853219,-198.957944236744,0.231236698328259,1.58440726804285,-14.2379002450377,13.3895745623459,-1.57039813625784,0.622159952286161,0.21321891554755,1.18552046889287,1.24821291750586,1.24821291750586,1.45071525305661,1.12381806054506,1.12381806054506,-13.6241958778249,0.44619221579998,0.962095270363876,-6.70563310606394,11.9000671421739,0.36479854831699,0.017110101326213,-2.5764383621573,2.56058194491157,0.000113774696761271,-0.0204552291692163,3.6324218942214,0.000125110085010981,0.119065160885352,-187.867885921653,0.000105960563626541,0.18851768627956,162.13434753748,0.000231070648657673,0.31130425888664,-10.1195504752161,0.0140091317850114,-13.6157402927515,13.6027934778935,0.000113774696775588,-0.0167338174474785,19.2464098031781,-4.26724101553642e-16,2.95314139853174,-2.95314139853174,-239.288524651543,11.5517577074216,-5.53025431708294,1.92066643617174,353.243002770668,-293.110872203266,-82.2763744245706,1.20026637444934,1,1,19.5355747833613,-0.289164980183327
0.0003,-0.408575374546979,-0.34554367148692,0.732087063041378,-0.366445223576746,-0.300646628333781,0.776984106194517,-0.387510299061863,-0.323095149910351,0.754535584617948,-77.4152916196829,169.387105628577,169.580476676759,62.6726076442147,-169.091034389197,-168.758725164397,156.997690432513,196.993914479674,0.136733979454851,-164.494772807534,-184.277140354193,0.234978106306804,1.58680740928176,-14.1863199294254,13.3349160384621,-1.56750533948883,0.621832136452617,0.211745804575733,1.18308188501638,1.24142346123231,1.24142346123231,1.44245412750299,1.11976012322501,1.11976012322501,-14.7426839754682,0.296071239380738,0.821751512362834,-7.49708237502075,12.716774125481,0.371712085761641,0.0224210403468091,-3.29421597843998,3.27346331382061,0.000164817111538602,-0.0267943548370247,4.64405056421593,0.000236110304200785,0.121883556646633,-175.46130668996,0.000114107476706577,0.191578696855643,150.135853064535,0.000350217780925434,0.317205354735329,-10.7990264362551,0.0193020697929307,-13.5644877929728,13.5466618430378,0.000164817111550734,-0.0230512536039634,19.1704777533863,-4.18192013756111e-16,2.88830062182531,-2.88830062182531,-234.034575821643,11.5462888681553,-5.12779210913783,1.92106624721257,344.190863118129,-286.496362552743,-80.493118525606,1.17367623828277,1,1,19.4604525795282,-0.28997482614206
0.0004,-0.408453083174375,-0.34541583081576,0.732214903712538,-0.366320613862525,-0.300519877790048,0.77711085673825,-0.38738684851845,-0.322967854302904,0.754662880225394,-69.0609269328947,160.777521499346,160.975392767229,53.2126846776045,-160.629606739557,-160.291987816019,151.491171110157,183.298211074598,0.13991611532238,-159.770200381158,-169.773934722703,0.238732630290773,1.58921956123416,-14.1356165211593,13.2811285002509,-1.56460253372928,0.621483739786351,0.21027097103725,1.18058446588426,1.23461419541109,1.23461419541109,1.43420875498788,1.11564739595842,1.11564739595842,-15.8482422552901,0.147914759788737,0.683404951210385,-8.27902927100087,13.5242763518949,0.378648745613134,0.0277540973870339,-4.00356984618396,3.9778926156258,0.000212000147694742,-0.0331630032965492,5.64374623053155,0.000379191184778265,0.124703150850953,-163.205097284009,9.25526770139097e-05,0.194655087662722,138.282334669587,0.000471743861808203,0.323123147733964,-11.4707138595446,0.024617027504878,-13.514132781373,13.4913994712882,0.000212000147704732,-0.0293980940762517,19.0957949854087,-4.09759591959708e-16,2.82429039148624,-2.82429039148624,-228.847924891872,11.5396781368677,-4.73854790206763,1.92146450551081,335.272381195983,-279.981678693237,-78.7326760737274,1.14742674423181,1,1,19.3865663227016,-0.290771337292984
0.0005,-0.4083312253354,-0.345288784414682,0.732341950113616,-0.366196463415526,-0.300393909397594,0.777236825130704,-0.387263844375463,-0.322841346906138,0.75478938762216,-60.8085132843344,152.273347639735,152.475733163667,43.8675709448468,-152.271636288119,-151.928689263449,146.052298061624,169.769944268892,0.143108176386525,-155.103825015936,-155.44731980102,0.242500166731843,1.59164364211985,-14.08578467887,13.2282066986447,-1.56168980158515,0.621114882137221,0.208794422244922,1.17802848911826,1.22778523596915,1.22778523596915,1.42597894643928,1.1114802134047,1.1114802134047,-16.9409423394876,0.00171135161522429,0.547043900217399,-9.05152695431203,14.3226244678716,0.385608343118343,0.033109107373462,-4.70454742723035,4.67391753234496,0.000255351738070059,-0.0395609506315099,6.63157617003612,0.000554190634463337,0.127523921509207,-151.098404373724,4.14365643214152e-05,0.197746739367324,126.572970632685,0.000595627198798775,0.329057495708681,-12.1346559799751,0.0299538405347034,-13.4646697967328,13.4370011208897,0.000255351738077949,-0.0357741157993518,19.0223539310998,-4.01426352489937e-16,2.76110551184595,-2.76110551184595,-223.72815086516,11.5319366630039,-4.36240907254747,1.9218612057336,326.486744980089,-273.566173633843,-76.9949038554711,1.12151576904756,1,1,19.3139085243114,-0.291554593211799
0.0006,-0.408209803412036,-0.345162532544524,0.732468201983774,-0.366072774645949,-0.300268723404364,0.777362011123934,-0.387141289028992,-0.322715627974444,0.754915106553854,-52.6574655868289,143.873983965719,144.080897667207,34.6366097365712,-144.016534376268,-143.668240994512,140.680687568449,156.40815716776,0.146310081442482,-150.495316153711,-141.296288047892,0.246280612081691,1.59407957015867,-14.0368190611882,13.1761453845757,-1.55876722566241,0.620725683355082,0.207316165511574,1.17541423234012,1.2209366988334,1.2209366988334,1.41776451278521,1.10725891022329,1.10725891022329,-18.0208558502577,-0.142550410548553,0.412656672694747,-9.81462858526198,15.1118691198675,0.392590693524144,0.0384859052326681,-5.39719618342027,5.36158574599594,0.000294899815504919,-0.0459879729256272,7.6076076595975,0.000760946560975918,0.130345846632291,-139.14037462903,-3.91004615980287e-05,0.200853532635974,115.006939233877,0.000721846099389944,0.335008256485614,-12.7908960324373,0.035312344496257,-13.4160933778331,13.3834615500872,0.000294899815510753,-0.042179095708272,18.9501470223138,-3.93191811672305e-16,2.69874078723583,-2.69874078723583,-218.674832744438,11.5230755960087,-3.9992629972525,1.92225634254808,317.833142446305,-267.249200383655,-75.2796586573731,1.09594118948115,1,1,19.2424716957879,-0.292324673474204
0.0007,-0.408088819786265,-0.345037075466124,0.732593659062174,-0.36594954996399,-0.300144320058303,0.777486414469995,-0.387019184875128,-0.322590697762214,0.755040036766084,-44.6071987532052,135.578830393276,135.790286078985,25.5191443434077,-135.863712345387,-135.510054497032,135.375955912169,143.211892876404,0.149521749285446,-145.944343236327,-127.319831922066,0.250073862791998,1.59652726357043,-13.9887143267445,13.1249393089759,-1.55583488856704,0.620316263289791,0.205836208150028,1.17274197317158,1.21406869993079,1.21406869993079,1.40956526495368,1.10298382107361,1.10298382107361,-19.0880544097975,-0.284881952111347,0.280231581953303,-10.5683873241584,15.8920609543386,0.399595612077411,0.0438843258912268,-6.08156357659484,6.04094493859659,0.000330672312839691,-0.0524438462626214,8.57190797608354,0.000999296872035924,0.133168904231101,-127.330154719854,-0.000148918000971544,0.2039753481352,103.583418753211,0.000850378871074504,0.340975287890895,-13.4394772518216,0.0406923750033887,-13.3683980634547,13.3307755171259,0.00033067231284351,-0.0486128107380207,18.8791666909052,-3.85055485832317e-16,2.6371910219873,-2.6371910219873,-213.687549532638,11.5131060853272,-3.64899705285786,1.92264991062139,309.31076157049,-261.03011195177,-73.5867972659698,1.07070088228368,1,1,19.172248348561,-0.293081657655899
0.0008,-0.407968276840069,-0.344912413440321,0.732718321087977,-0.36582679177985,-0.300020699607358,0.77761003492094,-0.38689753430996,-0.32246655652384,0.755164178004459,-36.6571276962903,127.38728683838,127.603298200136,16.514518055986,-127.812581536862,-127.453541258832,130.137719374321,130.18019450003,0.152743098710616,-141.45057570563,-113.516943882289,0.253879815314439,1.59898664057496,-13.9414651341696,13.0745832227775,-1.55289287290501,0.619886741791205,0.204354557473107,1.17001198923437,1.20718135518824,1.20718135518824,1.40138101387269,1.09865528061509,1.09865528061509,-20.1426096403042,-0.425294698481911,0.149756941303936,-11.3128563313092,16.6632506177411,0.406622914025017,0.0493042042757126,-6.75769706859518,6.71204279216475,0.00036269716291474,-0.0589283467262128,9.5245443963621,0.00126907947536327,0.135993072316531,-115.66689131612,-0.000287875654026253,0.207112066531528,92.3015874707353,0.000981203821345248,0.346958447750659,-14.0804428730187,0.0460937676699486,-13.3215783923784,13.2789377802506,0.000362697162916586,-0.0550750378236062,18.8094053687284,-3.77016891295477e-16,2.57645102043175,-2.57645102043175,-208.76588023269,11.5020392804043,-3.31149861603868,1.92304190462066,300.918790328503,-254.908261347282,-71.9161764677973,1.04579272420626,1,1,19.1032309940609,-0.293825625332584
0.0009,-0.407848176955431,-0.344788546727953,0.732842187800346,-0.365704502503725,-0.299897862299475,0.777732872228823,-0.386776339729578,-0.322343204513714,0.755287530014584,-28.8066673289108,119.298753217008,119.519333831794,7.62207416493598,-119.862553292077,-119.498112767736,124.965594236442,117.312105143839,0.155974048513186,-137.013683003464,-99.8866163873075,0.257698366100695,1.60145761939208,-13.8950661420942,13.0250718769128,-1.5499412612823,0.619437238709179,0.202871220793633,1.16722455815025,1.20027478053268,1.20027478053268,1.39321157047025,1.09427362350716,1.09427362350715,-21.1845931639748,-0.563800075068998,0.0212210640575179,-12.0480887670219,17.4254887565312,0.413672414613839,0.0547453753127002,-7.4256441212624,7.37492698871826,0.000391002298570434,-0.0654412504001216,10.465584197301,0.00157013227867788,0.138818328899477,-104.149731087754,-0.000455833020989278,0.210263568491484,81.1606236664984,0.00111429925769497,0.35295759389104,-14.7138361309191,0.0515163581097868,-13.2756289033851,13.2279430977064,0.000391002298570349,-0.0615655539000368,18.7408554876377,-3.69075544387293e-16,2.5165155869006,-2.5165155869006,-203.909403847526,11.4898863306849,-2.98665506347012,1.92343231921304,292.656416696203,-248.883001579286,-70.2676530493919,1.021214592,1,1,19.0354121437176,-0.294556656079959
